id,city,state,latitude,longitude
1750748,Ackley Lake,MT,46.9855204,-109.9738077
543010,Acme,LA,31.3374015,-91.8715132
541042,Acme,LA,31.2857351,-91.8204007
1018763,Acme,NC,34.3257241,-78.2047203
1027435,Acme,NC,34.3129464,-78.1611077
898616,Acme,NM,33.5923153,-104.3285785
1515719,Acme,WA,48.7170574,-122.2051584
1584695,Acme,WY,44.9105275,-106.9850706
1660227,Acolita,CA,33.0711507,-115.1846975
854873,Acoma,NV,37.5483023,-114.1724807
928675,Acoma Pueblo,NM,34.8964353,-107.5817155
76151,Acorn,AR,34.6428825,-94.2010437
66287,Acorn,AR,34.7164920,-94.1674325
1666426,Acorn Hollow,CA,40.0709916,-121.9505415
713133,Acorn Ridge,MO,36.9133855,-90.0581516
310381,Acree,GA,31.5554539,-83.9960153
331617,Acree,GA,31.5243434,-83.9893485
1660228,Acton,CA,34.4699940,-118.1967418
429999,Acton,IN,39.6556013,-85.9669266
444312,Acton,IN,39.6406016,-85.9130369
440091,Acton,IN,39.7219882,-85.8891471
801982,Acton,MT,45.9305083,-108.6806978
1329192,Acton,TX,32.4468056,-97.6903044
1380446,Acuff,TX,33.5642542,-101.5137702
1379313,Acuff,TX,33.5950861,-101.6201618
334228,Acworth,GA,34.1109319,-84.7074357
1686401,Acworth,GA,34.1167650,-84.6360450
354258,Acworth,GA,34.0659329,-84.6768796
349777,Acworth,GA,34.0559333,-84.7399368
1379314,Acworth,TX,33.7742750,-94.9496656
484773,Ada,KS,39.1722261,-97.9675445
476271,Ada,KS,39.1513917,-97.8892088
542912,Ada,LA,32.5459856,-93.1404423
537681,Ada,LA,32.5901510,-93.2046108
639200,Ada,MN,47.2996890,-96.5153463
1085215,Ada,OH,40.8456085,-83.7660461
1064295,Ada,OH,40.7694969,-83.8227149
1089523,Ada,OK,34.7745310,-96.6783450
1715979,Ada Creek,MT,47.3458324,-106.6006036
396024,Adair,ID,47.3421493,-115.6120979
403339,Adair,IL,40.4189309,-90.4967942
1624337,Adair,MI,42.7980869,-82.6338065
1089525,Adair,OK,36.4367575,-95.2713584
1315505,Adair,TN,35.7145166,-88.9986739
1275447,Adair,TN,35.7142384,-88.9608952
464600,Adair North,IA,41.5763757,-94.7197008
454088,Adair North,IA,41.5005428,-94.6435862
310389,Adairsville,GA,34.3687021,-84.9341093
485749,Adairville,KY,36.6675425,-86.8519417
1418109,Adak C-2,AK,51.8800000,-176.6580556
2581976,Adak C-4,AK,51.8480556,-177.1069444
2582259,Adak C-6,AK,51.7716667,-177.8033333
856731,Adam Peak,NV,41.2179556,-117.2551179
479,Adamana,AZ,34.9766921,-109.8223383
430001,Adams,IN,39.3825496,-85.5599730
439481,Adams,IN,39.4853262,-85.5566395
484511,Adams,KS,37.4586284,-97.9775583
507374,Adams,KY,38.0545335,-82.7076584
639202,Adams,MN,43.5652435,-92.7193503
1027651,Adams,ND,48.4213852,-98.0789893
826897,Adams,NE,40.4594441,-96.5100171
942159,Adams,NY,43.8092321,-76.0240892
1089528,Adams,OK,36.7564149,-101.0771061
1116762,Adams,OR,45.7673540,-118.5624734
1304763,Adams,TN,36.5822667,-87.0655564
1379315,Adams,TX,30.9346154,-100.2648086
1560681,Adams,WI,43.9560820,-89.8181818
1500979,Adams Grove,VA,36.7076497,-77.4610891
1477062,Adams Grove,VA,36.6932056,-77.3852524
1477378,Adams Grove,VA,36.7265384,-77.4374772
1511381,Adams Mountain,WA,48.0540531,-118.1133133
619826,Adams Park,MI,42.1539342,-85.4727744
1220137,Adams Run,SC,32.7207343,-80.3481562
1089538,Adamson,OK,34.9239867,-95.5472039
112930,Adamsville,AL,33.6009389,-86.9561059
452104,Adamsville,IN,41.7542159,-85.9750012
484513,Adamsville,KS,37.1750263,-97.1308732
484514,Adamsville,KS,37.1733592,-97.1764298
619836,Adamsville,MI,41.7853265,-85.9938917
1064297,Adamsville,OH,40.0697925,-81.8823542
1350883,Adamsville,TX,31.3012767,-98.1689206
1425050,Adamsville,UT,38.2583031,-112.7938352
855945,Adaven,NV,38.1321656,-115.6003093
1329222,Addicks,TX,29.7824508,-95.6424457
403357,Addieville,IL,38.3914390,-89.4900881
558240,Addis,LA,30.2574180,-91.3139981
532086,Addis,LA,30.3538043,-91.2653865
159051,Addison,AL,34.2023243,-87.1814012
561093,Addison,ME,44.6184102,-67.7441645
619840,Addison,MI,41.9864341,-84.3471684
942177,Addison,NY,42.1028514,-77.2335879
1037320,Addison,OH,38.8861910,-82.1462561
1345042,Addison,TX,32.9903999,-96.7741666
1329223,Addison,TX,32.9617900,-96.8291685
1560245,Addison,WV,38.8834134,-82.1318111
1515727,Addy,WA,48.3560098,-117.8374738
2607165,Addy Mountain,WA,48.4531841,-117.8744113
1064299,Addyston,OH,39.1367249,-84.7091140
354262,Adel,GA,31.1371358,-83.4234936
454097,Adel,IA,41.6144325,-94.0174530
1100164,Adel,OK,34.5792660,-95.5944218
1116775,Adel,OR,42.1773880,-119.8985576
1660231,Adelaida,CA,35.6455257,-120.8735141
848206,Adelaide,NV,40.8165709,-117.5256781
1660232,Adelanto,CA,34.5827699,-117.4092150
1377918,Adell,TX,32.8845696,-97.9222597
874260,Adelphia,NJ,40.2181677,-74.2562566
877302,Adelphia,NJ,40.1409472,-74.2665342
899858,Aden Crater,NM,32.1242622,-107.0630666
182997,Adena,CO,40.0083181,-103.8866162
256119,Adin,CA,41.1937800,-120.9452450
1609483,Adjuntas,PR,18.1627363,-66.7221187
1611273,Adjuntas,PR,18.1588477,-66.6496175
1610960,Adjuntas,PR,18.1349599,-66.6290618
1610878,Adjuntas,PR,18.2460659,-66.7382301
1377919,Admiral,TX,32.2965198,-99.2978494
477042,Admire,KS,38.6411197,-96.1030491
1502945,Adna,WA,46.6289921,-123.0612431
1161693,Adobe Flat,OR,43.2465449,-118.5777001
1666873,Adobe Mountain,CA,34.6833214,-117.6872816
2034918,Adobes,TX,29.7593401,-104.5535373
660626,Adolph,MN,46.7785527,-92.2801911
1553697,Adolph,WV,38.7445518,-80.0456285
485782,Adolphus,KY,36.6517098,-86.2613779
1315612,Adolphus,TN,36.6353202,-86.3627691
1597690,Adon,WY,44.5183154,-105.2330447
66223,Adona,AR,35.1248081,-92.9440592
45796,Adona,AR,35.0381433,-92.8979475
310411,Adrian,GA,32.5307224,-82.5892995
332368,Adrian,GA,32.6187751,-82.5567985
619846,Adrian,MI,41.8975471,-84.0371659
639217,Adrian,MN,43.6349663,-95.9327970
713161,Adrian,MO,38.3975180,-94.3516159
713374,Adrian,MO,38.4816813,-94.3543929
1033624,Adrian,ND,46.5999784,-98.5534280
1135989,Adrian,OR,43.7407155,-117.0718261
1244852,Adrian,SC,33.9468366,-79.0175346
1350899,Adrian,TX,35.2747775,-102.6652114
1553699,Adrian,WV,38.9053777,-80.2756384
740278,Advance,MO,37.0675514,-89.9787062
713163,Advance,MO,37.1044958,-89.9106494
1018774,Advance,NC,35.9412482,-80.4092217
1005527,Advance,NC,35.9923590,-80.3767205
1379323,Ady,TX,35.4856041,-102.1324141
1515736,Aeneas,WA,48.5473813,-118.9786447
484524,Aetna,KS,37.0839169,-98.9628777
1659686,Aetna Springs,CA,38.6535160,-122.4827579
546955,Afeman,LA,31.1026860,-92.8184833
554088,Afeman,LA,31.1090746,-92.8684852
1894162,Afognak A-2,AK,58.1083333,-152.5500000
1865543,Afognak A-3,AK,58.0600000,-152.9097222
1408227,Afognak A-4,AK,58.0491667,-153.0525000
1408228,Afognak B-2,AK,58.4922222,-152.5827778
1404310,Afognak C-6,AK,58.5680556,-153.8983333
454101,Afton,IA,41.0274907,-94.1980083
1617405,Afton,MI,45.3739015,-84.4966972
980061,Afton,NC,36.3387584,-78.2161046
898512,Afton,NM,32.0728753,-106.9441731
973187,Afton,NY,42.1798029,-75.5368489
942198,Afton,NY,42.2281360,-75.5265715
1089546,Afton,OK,36.6936870,-94.9630171
1350902,Afton,TX,33.7628599,-100.8168001
1597691,Afton,WY,42.7249282,-110.9318687
1100319,Afton NE,OK,36.6559079,-94.8282885
1253593,Agar,SD,44.8383153,-100.0745668
1261007,Agar NE,SD,44.9269261,-100.0748438
1389451,Agat,GU,13.3813889,144.6547222
204818,Agate,CO,39.4616510,-103.9421807
834977,Agate,NE,42.4199638,-103.7938264
1437482,Agate,UT,39.0149880,-109.2437259
5673,Agate House,AZ,34.8141966,-109.8648361
191366,Agate Mountain,CO,38.8491609,-105.7883388
801983,Agawam North,MT,47.9999571,-112.1675232
802096,Agawam South,MT,47.8868992,-112.1689091
454105,Agency,IA,40.9950162,-92.3068492
739972,Agency,MO,39.6447180,-94.7399611
1437676,Agency Draw NE,UT,39.7377440,-109.5837411
1437558,Agency Draw NW,UT,39.7296875,-109.7329150
1144657,Agency Lake,OR,42.6181909,-121.9339065
473107,Agenda,KS,39.7077797,-97.4317035
1137035,Agness,OR,42.5564976,-124.0689776
76154,Agnos,AR,36.2772888,-91.6915332
666164,Agricola,MS,30.8076890,-88.5200194
1378833,Agua Adentro Mountain,TX,29.4924111,-104.0149201
24294,Agua Caliente,AZ,32.9853241,-113.3243540
37549,Agua Caliente Hill,AZ,32.2517423,-110.7373056
1660235,Agua Dulce,CA,34.4963817,-118.3256348
1329253,Agua Dulce,TX,27.7816920,-97.9086105
1377994,Agua Dulce,TX,27.7758590,-97.9580560
918018,Agua Fria,NM,35.6544755,-106.0222447
902110,Agua Fria Peak,NM,36.2739225,-105.2436216
1381013,Agua Nueva,TX,26.9017168,-98.6002976
1609485,Aguadilla,PR,18.3793913,-67.1882365
1609486,Aguadilla,PR,18.4274454,-67.1540698
269448,Aguanga,CA,33.4428094,-116.8650235
272744,Aguanga,CA,33.3850338,-116.7891887
1609487,Aguas Buenas,PR,18.2568989,-66.1029442
1991707,Aguas Buenas,PR,18.2630093,-66.0509990
1611249,Aguas Buenas,PR,18.3655055,-66.1112776
1992893,Aguas Buenas,PR,18.3716157,-66.0426658
1611404,Aguas Buenas,PR,18.3596717,-66.0284989
516,Aguila,AZ,33.9428069,-113.1740805
194436,Aguilar,CO,37.4908475,-104.7116524
194464,Aguilar,CO,37.4027931,-104.6533188
25247,Aguirre Peak,AZ,31.7023065,-111.7495607
1682114,Ah Pah Ridge,CA,41.4229000,-123.9278476
802082,Ahern Pass,MT,48.7516423,-113.7876186
768140,Ahles,MT,46.4788772,-107.1645098
1089554,Ahloso,OK,34.7350879,-96.6375096
634766,Ahmeek,MI,47.2796459,-88.4134473
619873,Ahmeek,MI,47.2988116,-88.3965014
980063,Ahoskie,NC,36.2868223,-76.9846808
399764,Ahsahka,ID,46.5021239,-116.3240304
256142,Ahwahnee,CA,37.3654982,-119.7262667
1075243,Aid,OH,38.5961913,-82.4932125
1244853,Aiken,SC,33.5604168,-81.7195533
1379324,Aiken,TX,34.1422953,-101.5257226
1380085,Aiken,TX,34.1759051,-101.6240604
1226491,Aiken NW,SC,33.6448635,-81.6570513
553268,Aimwell,LA,31.7835012,-91.9934657
454107,Ainsworth,IA,41.2889098,-91.5523838
826919,Ainsworth,NE,42.5499993,-99.8626236
833206,Ainsworth SW,NE,42.5563884,-99.9495688
692379,Airey,MS,30.6485262,-89.0772648
1162809,Airlie North,OR,44.7503972,-123.3314898
1168096,Airville,PA,39.8323244,-76.4063509
1511953,Airway Heights,WA,47.6446110,-117.5932728
639235,Aitkin,MN,46.5330130,-93.7102493
5005,Ajo North,AZ,32.3786692,-112.8729328
7966,Ajo South,AZ,32.3681139,-112.8637657
1265103,Akaska,SD,45.3324891,-100.1206808
1161373,Akawa Butte,OR,44.4734506,-121.3917130
900272,Akela,NM,32.2459226,-107.4055761
655094,Akeley,MN,47.0041250,-94.7269509
1145887,Akers Butte,OR,45.7459766,-117.5568507
403371,Akin,IL,37.9881043,-88.7475606
423140,Akin,IL,37.9606039,-88.6511677
420822,Akin,IL,37.8900487,-88.7056145
182984,Akron,CO,40.1605373,-103.2143843
454109,Akron,IA,42.8288818,-96.5594773
1822764,Akron,IA,40.6013911,-93.8105023
430038,Akron,IN,41.0383766,-86.0280502
430677,Akron,IN,41.0861547,-86.0133281
484500,Akron,KS,37.3516904,-97.0150368
740155,Akron,MO,40.5161157,-93.7557800
713181,Akron,MO,40.5194475,-93.8174478
835224,Akron,NE,41.7414000,-98.2422901
942227,Akron,NY,43.0964478,-78.3908559
942224,Akron,NY,43.0208924,-78.4953015
1065716,Akron East,OH,41.0256122,-81.3931660
1067325,Akron East,OH,41.0839452,-81.4165002
2542497,Akron West,OH,41.0336111,-81.5275000
112965,Alabaster,AL,33.2442813,-86.8163773
635003,Alabaster,MI,44.1611279,-83.5680323
619883,Alabaster,MI,44.1864058,-83.5580320
307629,Alachua,FL,29.7516324,-82.4248315
1515768,Aladdin,WA,48.7285210,-117.6713675
1597196,Aladdin,WY,44.6399866,-104.1835510
1617407,Alamando,MI,43.7428059,-84.5266745
485468,Alameda,KS,37.5611273,-98.0614497
905378,Alameda,NM,35.2378197,-106.6066926
903031,Alameda,NM,35.1867101,-106.6180813
1511208,Alameda Flat,WA,48.0487614,-119.2347544
898513,Alamito,NM,35.8225382,-104.4374832
331008,Alamo,GA,32.1471202,-82.7779171
430039,Alamo,IN,39.9819877,-87.0572313
452151,Alamo,IN,39.9328205,-87.1011212
1027663,Alamo,ND,48.5816949,-103.4699122
845339,Alamo,NV,37.3649613,-115.1644614
1304782,Alamo,TN,35.7847949,-89.1172883
903054,Alamogordo North,NM,32.8995325,-105.9602650
913246,Alamogordo South,NM,32.8070334,-105.9860966
1656420,Alamorio,CA,32.9792111,-115.4613751
203624,Alamosa East,CO,37.4694491,-105.8700215
192811,Alamosa West,CO,37.3925062,-105.9100223
471520,Alamota,KS,38.4611276,-100.3101357
1350947,Alanreed,TX,35.2125494,-100.7343059
619891,Alanson,MI,45.4441778,-84.7867115
730044,Alanthus Grove,MO,40.3069365,-94.5441279
331009,Alapaha,GA,31.3851954,-83.2229323
1019819,Alarka,NC,35.2612071,-83.4079327
1018781,Alarka,NC,35.3531511,-83.4454355
619894,Alba,MI,44.9747300,-84.9686585
1377986,Alba,TX,32.7826255,-95.6977391
1329324,Alba,TX,32.7929034,-95.6344037
485813,Albany,KY,36.6908992,-85.1346776
2600437,Albany,LA,30.5216104,-90.5267381
532098,Albany,LA,30.5043578,-90.5823138
639241,Albany,MN,45.6299647,-94.5700048
977310,Albany,NY,42.6525793,-73.7562317
1048820,Albany,OH,39.1264647,-82.1337561
1060817,Albany,OH,39.2275735,-82.2023695
1124715,Albany,OR,44.6528995,-123.1017616
1116796,Albany,OR,44.6365107,-123.1059282
1163418,Albany,OR,44.7331771,-123.0359271
1329326,Albany,TX,32.7234520,-99.2973005
1456118,Albany,VT,44.7308826,-72.3798297
1560726,Albany,WI,42.7077846,-89.4370629
1597700,Albany,WY,41.1841402,-106.1319565
331575,Albany East,GA,31.5612859,-84.1137956
334179,Albany NE,GA,31.6737843,-84.0768505
730103,Albany North,MO,40.3730510,-94.2641224
740620,Albany South,MO,40.2269399,-94.3691240
332780,Albany West,GA,31.5262863,-84.1354626
454112,Albaton,IA,42.1855464,-96.2908592
1023790,Albemarle,NC,35.3501426,-80.2000578
1492453,Alberene,VA,37.8865304,-78.6164036
1660239,Alberhill,CA,33.7272418,-117.3997644
475626,Albert,KS,38.4527906,-99.0114836
484740,Albert,KS,38.4714018,-99.0887082
902161,Albert,NM,35.9344805,-103.8652454
454113,Albert City,IA,42.7819199,-94.9485993
646608,Albert Lea East,MN,43.7238477,-93.2690958
639442,Albert Lea West,MN,43.6646785,-93.4679916
976348,Albert Marsh,NY,44.4606184,-74.9482514
619905,Alberta,MI,46.6435476,-88.4795785
639249,Alberta,MN,45.5732950,-96.0475549
1498398,Alberta,VA,36.8657034,-77.8863857
801984,Alberton,MT,47.0015869,-114.4734549
802198,Alberton,MT,47.0263103,-114.4009536
980076,Albertson,NC,35.1143307,-77.8188683
112970,Albertville,AL,34.2675937,-86.2088669
1560729,Albertville,WI,44.9599608,-91.6004433
454114,Albia,IA,41.0266746,-92.8057514
1584728,Albin,WY,41.4177559,-104.0982866
1657904,Albion,CA,39.2235117,-123.7686251
397366,Albion,ID,42.4126885,-113.5780630
430044,Albion,IN,41.3956043,-85.4244241
561116,Albion,ME,44.5322902,-69.4425424
801985,Albion,MT,45.1872104,-104.2768917
942246,Albion,NY,43.2464477,-78.1936320
1089573,Albion,OK,34.6628785,-95.0999613
1168118,Albion,PA,41.8906112,-80.3664542
1511072,Albion,WA,46.7582195,-117.1676716
639254,Albion Center,MN,45.1769090,-94.0735899
827561,Albion East,NE,41.6264005,-97.9175582
417919,Albion North,IL,38.4897718,-88.0575361
1823892,Albion NW,IL,38.4381043,-88.1964299
1100410,Albion SE,OK,34.5181566,-95.0538460
1808168,Albion South,IL,38.3719927,-88.0261454
826929,Albion West,NE,41.6908444,-98.0036724
660640,Alborn,MN,46.9729960,-92.5760257
905066,Albuquerque East,NM,35.0961579,-106.5069671
918025,Albuquerque West,NM,35.0533805,-106.7041930
1253607,Alcester,SD,43.0213783,-96.6308708
1261047,Alcester NE,SD,43.1560966,-96.6089284
1265675,Alcester NW,SD,43.1272086,-96.6283730
1379329,Alcoa Lake,TX,30.5643690,-97.0666540
624242,Alcona Dam Pond,MI,44.5597365,-83.8672119
513014,Alcorn,KY,37.6064723,-84.0321491
510225,Alcorn,KY,37.5614730,-84.0488167
1584732,Alcova,WY,42.5521842,-106.7164296
942253,Alcove,NY,42.4686918,-73.9256839
949087,Alcove,NY,42.4145265,-73.9909646
826936,Alda,NE,40.8711238,-98.4681219
484754,Alden,KS,38.1591789,-98.3261784
475900,Alden,KS,38.2422335,-98.3120105
619916,Alden,MI,44.8811151,-85.2756185
639262,Alden,MN,43.6702334,-93.5760513
1100166,Alden,OK,34.9753393,-98.5853391
480399,Alden SE,KS,38.0572354,-98.3259014
1168127,Aldenville,PA,41.6467525,-75.3637904
801986,Alder,MT,45.3238132,-112.1072095
579336,Alder Brook,ME,45.7745019,-68.1180748
968189,Alder Brook,NY,44.5072697,-73.9165344
973229,Alder Brook,NY,44.5133808,-73.9434794
1666387,Alder Peak,CA,35.9732984,-121.3393741
1657907,Alder Springs,CA,39.6509897,-122.7255521
1657909,Alderpoint,CA,40.1762567,-123.6116952
1534854,Alderson,WV,37.7259540,-80.6420237
1554394,Alderson,WV,37.6337329,-80.6295197
1549630,Alderson,WV,37.7234534,-80.7289713
1350960,Aldine,TX,29.9324450,-95.3802149
156005,Aldrich,AL,33.0209548,-86.9194347
112976,Aldrich,AL,33.1076189,-86.8911009
713197,Aldrich,MO,37.5475408,-93.5546465
639265,Aldrich North,MN,46.3763513,-94.9366889
1100167,Aledo,OK,35.8272684,-99.1242644
1329342,Aledo,TX,32.6959643,-97.6022471
403393,Aledo East,IL,41.1997568,-90.7493063
413608,Aledo West,IL,41.2414223,-90.8184746
1089579,Alex,OK,34.9147921,-97.7786493
57254,Alexander,AR,34.6295373,-92.4412674
47927,Alexander,AR,34.6367595,-92.4754354
333201,Alexander,GA,33.0934853,-81.8237256
454123,Alexander,IA,42.8058039,-93.4765943
397368,Alexander,ID,42.6510310,-111.7091171
403398,Alexander,IL,39.7244928,-90.0381679
475598,Alexander,KS,38.4694588,-99.5531697
1034679,Alexander,ND,47.8430756,-103.6426980
942301,Alexander,NY,42.9011711,-78.2566834
1329346,Alexander,TX,32.0590335,-98.2061509
112981,Alexander City,AL,32.9440120,-85.9538532
305200,Alexander Springs,FL,29.0802601,-81.5781282
529475,Alexandria,DC,38.8445571,-77.0163651
430066,Alexandria,IN,40.2628184,-85.6758090
485831,Alexandria,KY,38.9595078,-84.3879946
508120,Alexandria,KY,38.9636739,-84.4513293
1629910,Alexandria,LA,31.3112936,-92.4451371
597137,Alexandria,MD,38.7770584,-77.0030310
826939,Alexandria,NE,40.2452794,-97.3892076
1168146,Alexandria,PA,40.5564586,-78.0977847
1253612,Alexandria,SD,43.6535920,-97.7828482
1313829,Alexandria,TN,36.0775587,-86.0333222
1305471,Alexandria,TN,36.1172796,-86.0277667
1312867,Alexandria,TN,36.0914472,-86.0886005
1492544,Alexandria,VA,38.7853915,-77.0630330
1492456,Alexandria,VA,38.8048356,-77.0469214
1493586,Alexandria,VA,38.8417794,-77.0883115
942309,Alexandria Bay,NY,44.3358836,-75.9177309
2069791,Alexandria East,MN,45.9055556,-95.3438889
639272,Alexandria West,MN,45.8852397,-95.3775379
403405,Alexis,IL,41.0633703,-90.5559675
1089581,Alfalfa,OK,35.2189456,-98.6072856
1116850,Alfalfa,OR,44.0773433,-121.0169654
835226,Alfalfa Center,NE,40.6922340,-99.1792581
1168147,Alfarata,PA,40.6625726,-77.4569371
277741,Alford,FL,30.6938049,-85.3921505
295314,Alford,FL,30.6343604,-85.4924281
430072,Alfordsville,IN,38.5606067,-86.9483354
445985,Alfordsville,IN,38.6186619,-86.9127796
561165,Alfred,ME,43.4764710,-70.7183902
1617410,Alfred,MI,46.0838400,-87.6326343
942313,Alfred,NY,42.2542366,-77.7905509
1048462,Alfred,OH,39.2361864,-81.9823621
1070660,Alfred,OH,39.1725764,-81.9209708
1064310,Alger,OH,40.7061631,-83.8438267
1510777,Alger,WA,48.6198313,-122.3412734
1379331,Algerita,TX,31.2279446,-98.8531003
1329478,Algoa,TX,29.4238472,-95.2441009
1329358,Algoa,TX,29.4024576,-95.1693760
1560759,Algoma,WI,44.6088884,-87.4325891
1578073,Algoma NE,WI,44.7455554,-87.3564830
454126,Algona,IA,43.0699663,-94.2330190
1624342,Algonac,MI,42.6183675,-82.5310180
1660243,Alhambra,CA,34.0952870,-118.1270146
1027669,Alice,ND,46.7619199,-97.5559299
1329361,Alice North,TX,27.7522487,-98.0697249
2011469,Alice South,TX,27.7403047,-98.0872253
477865,Aliceville,KS,38.1544693,-95.5519282
156393,Aliceville North,AL,33.1567901,-88.1833627
156966,Aliceville South,AL,33.0081818,-88.1486376
157201,Aliceville South,AL,33.0187374,-88.1919732
45823,Alicia,AR,35.8931295,-91.0829015
1617411,Alicia,MI,43.2708596,-84.0324739
639281,Alida,MN,47.3835673,-95.2347377
1388541,Alief,TX,29.6513439,-95.5880005
1329364,Alief,TX,29.7110641,-95.5963337
1100168,Alikchi,OK,34.1628822,-95.0691177
1204122,Aliquippa,PA,40.5156232,-80.2681161
1203869,Aliquippa,PA,40.5722891,-80.3092286
903090,Alire,NM,36.4764052,-106.5808680
899498,Alivio,NM,32.8367439,-107.0208512
1027671,Alkabo,ND,48.8628073,-103.8902069
855947,Alkali,NV,37.8257658,-117.3375837
774077,Alkali Coulee,MT,48.5014138,-104.5046771
1637859,Alkali Flat,OR,44.0812391,-120.6847314
802202,Alkali Lake,MT,46.4618819,-111.0163284
581970,Allagash,ME,47.0833691,-69.0411505
1380817,Allamoore,TX,31.0781881,-105.0035538
294648,Allanton,FL,30.0315923,-85.4576998
801988,Allard,MT,47.0389010,-104.5671754
326235,Allatoona Dam,GA,34.2200960,-84.6954903
332164,Allatoona Dam,GA,34.1914855,-84.6485447
713208,Allbright,MO,37.3289415,-90.2267785
619961,Allegan,MI,42.5291989,-85.8553031
1116873,Allegany,OR,43.4259469,-124.0323266
269317,Alleghany,CA,39.4112849,-120.8680010
256186,Alleghany,CA,39.4696185,-120.8432790
1492459,Alleghany,VA,37.7473446,-80.2403456
1553162,Alleghany,WV,37.6284581,-80.2414491
485843,Allegre,KY,36.9286542,-87.2172226
477038,Allen,KS,38.6561191,-96.1697173
532112,Allen,LA,31.8354411,-93.2885038
619966,Allen,MI,41.9569915,-84.7677394
1617876,Allen,MI,41.8836593,-84.8346834
660647,Allen,MN,47.5163128,-92.0987838
826959,Allen,NE,42.4163878,-96.8453182
1089584,Allen,OK,34.8789766,-96.4125075
1261089,Allen,SD,43.2808283,-101.9243185
